"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"583","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","444","Avoid excessively long variable names like asyncMessageProcessor","Naming Rules","LongVariable"
"584","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","450","Avoid excessively long variable names like cnmiEmulationProcessor","Naming Rules","LongVariable"
"585","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","2","452","Use of modifier volatile is not recommended.","Controversial Rules","AvoidUsingVolatile"
"586","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","475","Avoid excessively long variable names like SYNC_InboundReader","Naming Rules","LongVariable"
"587","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","477","Avoid unused constructor parameters such as 'deviceParms'.","Unused Code Rules","UnusedFormalParameter"
"588","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","1","478","Overridable method 'setSYNCReader' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"589","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","1","479","Overridable method 'setSYNCCommander' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"590","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","1","480","Overridable method 'setSYNCInboundReader' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"591","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","1","481","Overridable method 'setGateway' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"592","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","1","482","Overridable method 'setConnected' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"593","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","488","Avoid using for statements without curly braces","Braces Rules","ForLoopsMustUseBraces"
"594","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","503","Avoid really long methods.","Code Size Rules","ExcessiveMethodLength"
"595","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","503","The method connect() has an NPath complexity of 8918","Code Size Rules","NPathComplexity"
"596","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","547","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"597","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","549","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"598","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","572","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"599","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","583","These nested if statements could be combined","Basic Rules","CollapsibleIfStatements"
"600","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","589","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"601","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","596","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"602","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","603","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"603","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","610","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"604","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","655","Local variable 'response' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"605","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","712","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"606","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","712","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"607","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","739","The method getResponse() has an NPath complexity of 7810","Code Size Rules","NPathComplexity"
"608","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","753","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"609","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","768","Use equals() to compare object references.","Design Rules","CompareObjectsWithEquals"
"610","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","792","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"611","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","841","Avoid excessively long variable names like myAsyncMessageProcessor","Naming Rules","LongVariable"
"612","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","853","Avoid excessively long variable names like myCnmiEmulationProcessor","Naming Rules","LongVariable"
"613","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","898","Found 'DU'-anomaly for variable 'retries' (lines '898'-'940').","Controversial Rules","DataflowAnomalyAnalysis"
"614","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","906","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"615","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","5","909","Found 'DD'-anomaly for variable 'answer' (lines '909'-'911').","Controversial Rules","DataflowAnomalyAnalysis"
"616","org.smslib.modem","src/org/smslib/modem/AModemDriver.java","3","913","Switch statements should have a default label","Design Rules","SwitchStmtsShouldHaveDefault"
